s1b1_vwret,s1b2_vwret,s1b3_vwret,s1b4_vwret,s1b5_vwret,s2b1_vwret,s2b2_vwret,s2b3_vwret,s2b4_vwret,s2b5_vwret,s3b1_vwret,s3b2_vwret,s3b3_vwret,s3b4_vwret,s3b5_vwret,s4b1_vwret,s4b2_vwret,s4b3_vwret,s4b4_vwret,s4b5_vwret,s5b1_vwret,s5b2_vwret,s5b3_vwret,s5b4_vwret,s5b5_vwret,s1b1_ewret,s1b2_ewret,s1b3_ewret,s1b4_ewret,s1b5_ewret,s2b1_ewret,s2b2_ewret,s2b3_ewret,s2b4_ewret,s2b5_ewret,s3b1_ewret,s3b2_ewret,s3b3_ewret,s3b4_ewret,s3b5_ewret,s4b1_ewret,s4b2_ewret,s4b3_ewret,s4b4_ewret,s4b5_ewret,s5b1_ewret,s5b2_ewret,s5b3_ewret,s5b4_ewret,s5b5_ewret,s1b1_nfirms,s1b2_nfirms,s1b3_nfirms,s1b4_nfirms,s1b5_nfirms,s2b1_nfirms,s2b2_nfirms,s2b3_nfirms,s2b4_nfirms,s2b5_nfirms,s3b1_nfirms,s3b2_nfirms,s3b3_nfirms,s3b4_nfirms,s3b5_nfirms,s4b1_nfirms,s4b2_nfirms,s4b3_nfirms,s4b4_nfirms,s4b5_nfirms,s5b1_nfirms,s5b2_nfirms,s5b3_nfirms,s5b4_nfirms,s5b5_nfirms,s1b1_msize,s1b2_msize,s1b3_msize,s1b4_msize,s1b5_msize,s2b1_msize,s2b2_msize,s2b3_msize,s2b4_msize,s2b5_msize,s3b1_msize,s3b2_msize,s3b3_msize,s3b4_msize,s3b5_msize,s4b1_msize,s4b2_msize,s4b3_msize,s4b4_msize,s4b5_msize,s5b1_msize,s5b2_msize,s5b3_msize,s5b4_msize,s5b5_msize,s1b1_level,s1b2_level,s1b3_level,s1b4_level,s1b5_level,s2b1_level,s2b2_level,s2b3_level,s2b4_level,s2b5_level,s3b1_level,s3b2_level,s3b3_level,s3b4_level,s3b5_level,s4b1_level,s4b2_level,s4b3_level,s4b4_level,s4b5_level,s5b1_level,s5b2_level,s5b3_level,s5b4_level,s5b5_level,year,month,DATE
0.071184,0.056723,0.070149,0.063174,0.054485,0.067258,0.032221,0.055851,0.080676,0.081749,0.032894,0.040802,0.059477,0.054147,0.05452,0.040713,0.063046,0.052951,0.111255,0.108679,0.001112,0.02665,0.062378,0.085476,0.095839,0.036945,0.061968,0.063629,0.043798,0.023501,0.059373,0.033154,0.050346,0.074523,0.080428,0.032818,0.037449,0.062986,0.049305,0.051874,0.040121,0.057631,0.049408,0.105942,0.115926,0.007972,0.039649,0.049666,0.088541,0.098129,3,7,18,34,69,17,21,36,32,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.19,1.22,1.33,1.19,0.9,4.86,4.27,3.97,3.98,3.77,9.93,9.53,9.32,8.3,8.5,21.87,21.46,19.82,19.76,17.9,216.66,174.52,184.8,159.24,85.82,9.5368217505,4.7260130987,129.99995854,196.20506071,161.74573808,88.879903281,194.41687422,175.32995347,184.95252898,118.9337742,221.24027709,260.76684261,327.30924073,140.25210313,80.20700903,181.80000209,185.73016482,106.02075559,160.72133835,54.848548141,182.77693041,159.69034306,88.430694332,53.316820645,99.542113519,1940,10,19401031
0.083531,-0.014243,0.041911,-0.011601,0.001548,0.008407,0.021775,0.004732,-0.007036,-0.006882,-0.003578,0.01557,0.011098,0.022063,-0.014449,-0.018537,-0.003454,-0.000948,0.01116,-0.014341,-0.026988,-0.009695,-0.01356,-0.00036,-0.072134,0.064308,0.010078,0.033031,-0.010875,0.011237,0.011314,0.0226,0.016928,0.003451,-0.003778,-0.00124,0.013944,0.013803,0.026221,-0.018878,-0.017113,-0.000385,-0.004476,0.008718,-0.02009,-0.018555,-0.014181,-0.017809,0.020253,-0.082766,3,7,18,34,69,17,21,36,32,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.28,1.29,1.42,1.27,0.95,5.19,4.4,4.16,4.29,4.08,10.24,9.88,9.86,8.73,8.96,22.72,22.77,20.81,21.92,19.24,216.6,178.78,196.01,172.62,94.05,10.333442008,4.6587004942,135.4483868,193.9288858,161.99612048,89.627116628,198.65030166,176.15961481,183.65120299,118.11527196,220.44867938,264.82698234,330.94171868,143.34648528,79.048097956,178.42997545,185.08865283,105.92024791,162.51498848,54.061965112,177.84414661,158.14214518,87.231574116,53.297626589,92.361742702,1940,11,19401130
-0.011722,-0.054769,-0.074743,-0.01966,-0.041522,-0.023302,-0.03419,-0.009458,0.010333,-0.022638,0.000982,-0.009655,-0.007735,-0.003876,-0.014362,0.009584,-0.011797,-0.000867,0.001655,-0.007255,0.001967,0.016432,0.005019,0.011022,0.023814,-0.023206,-0.076694,-0.079497,-0.022436,-0.081047,-0.025,-0.032372,-0.017394,0.0081,-0.024223,0.00159,-0.0076,-0.006792,-0.007151,-0.004429,0.010886,-0.008567,-0.006036,0.004947,-0.008421,0.000435,0.000512,-0.003524,0.009241,0.01196,3,7,18,34,69,17,21,36,32,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.38,1.27,1.46,1.25,0.96,5.2,4.46,4.17,4.25,3.97,10.13,10,9.89,8.79,8.83,22.19,22.44,20.67,22.06,18.09,208.07,176.14,191.07,170.54,85.03,10.212313401,4.4035481268,125.32456802,190.1162439,155.26971757,87.538625556,191.85844784,174.49349718,185.54887087,115.44137844,220.66515998,262.27007783,328.38188448,142.79087431,77.912809173,180.14004833,182.90516199,105.82841506,162.78395079,53.669745555,178.19396605,160.74073691,87.669389387,53.88507303,94.561245243,1940,12,19401231
-0.086222,-0.057031,-0.030482,0.000371,0.005809,-0.045196,-0.027423,-0.032037,-0.016821,0.000741,-0.065182,-0.055029,-0.041757,-0.032731,0.012983,-0.054583,-0.045522,-0.025822,-0.047008,-0.004241,-0.057931,-0.037763,-0.028249,-0.029824,-0.006331,-0.053994,-0.050861,-0.010256,0.012161,0.101325,-0.033229,-0.026634,-0.024158,-0.0094,0.013922,-0.061566,-0.048292,-0.038301,-0.019169,0.019459,-0.052876,-0.044302,-0.018617,-0.045159,0.004152,-0.042921,-0.03317,-0.024246,-0.028097,0.00671,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.51,1.2,1.35,1.22,0.93,5.03,4.23,4.1,4.22,3.86,10.21,9.72,9.67,8.7,8.67,22.3,21.92,20.26,21.76,17.85,208.12,178.84,190.59,171.65,86.9,9.3317873149,4.1524093736,121.50442454,190.18677703,156.17167936,83.582229835,186.59711363,168.90324901,182.42775331,115.5269205,206.28176353,247.83761772,314.66964213,138.1171862,78.924351175,170.30746407,174.57895321,103.09571372,155.13180283,53.442132164,167.8710114,154.67068447,85.192816806,52.278004612,93.962578,1941,1,19410131
-0.076357,-0.030079,-0.000432,-0.043932,-0.027516,0.003991,-0.031684,-0.017591,-0.02806,-0.02204,-0.038919,-0.007418,-0.017368,-0.020616,-0.023303,-0.025068,-0.022439,-0.002416,-0.012688,-0.021789,-0.014378,-0.016773,-0.013616,-0.014546,0.009816,-0.083373,-0.037234,0.024151,-0.049828,-0.021155,0.000475,-0.033033,-0.021511,-0.029212,-0.019894,-0.038741,-0.01082,-0.019059,-0.02118,-0.021628,-0.024093,-0.02224,-0.006312,-0.010977,-0.024484,-0.017238,-0.018814,-0.027033,-0.013658,0.005006,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.37,1.13,1.3,1.22,0.94,4.79,4.08,3.94,4.15,3.85,9.52,9.15,9.25,8.39,8.76,21.03,20.89,19.69,20.7,17.66,195.74,171.93,184.93,166.36,86.07,8.6192400309,4.027509052,121.45193463,181.83149154,151.87445943,83.915806515,180.68497068,165.93207195,177.30883056,112.98070717,198.25348357,245.99915827,309.20445979,135.26976229,77.085177019,166.03819656,170.66157608,102.84663448,153.16349051,52.277681547,165.457362,152.07639308,84.032831413,51.517568756,94.884914665,1941,2,19410228
-0.015493,-0.031952,-0.010402,0.021063,0.041715,-0.002271,0.018314,0.026384,0.00457,0.051965,0.002514,0.00345,0.013819,0.015973,0.039199,0.009276,-0.014638,0.011833,0.021567,0.040462,0.004858,0.009138,0.018397,0.013909,0.040789,-0.039074,-0.021324,-0.020685,0.005843,0.036605,-0.005299,0.016593,0.028734,0.00418,0.048406,0.004268,0.001186,0.013626,0.019918,0.036953,0.009393,-0.013391,0.003158,0.019599,0.038577,0.003961,0.00366,0.009816,0.014896,0.017459,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.26,1.22,1.29,1.16,0.91,4.79,3.93,3.82,4.02,3.75,9.13,9.05,9.06,8.17,8.56,20.54,20.28,19.55,20.41,17.24,191.5,168.47,181.59,161.63,86.83,8.4857021451,3.8988220828,120.18859161,185.66140825,158.2099025,83.725233718,183.99403523,170.31002374,178.11913191,118.85174962,198.75189283,246.84785537,313.47735622,137.4304262,80.106838873,167.57836688,168.16343193,104.0636187,156.46676751,54.392941097,166.26115386,153.46606716,85.578783412,52.23412662,98.755175449,1941,3,19410331
-0.156336,-0.129474,-0.068331,-0.049726,-0.042453,-0.074322,-0.073846,-0.060107,-0.046584,-0.057055,-0.050053,-0.07121,-0.042706,-0.053532,-0.013567,-0.074814,-0.064431,-0.056712,-0.036472,-0.047337,-0.064071,-0.062935,-0.034802,-0.033122,-0.004959,-0.168597,-0.124713,-0.061731,-0.050954,-0.024464,-0.080812,-0.076477,-0.062194,-0.044397,-0.059719,-0.050062,-0.071665,-0.044072,-0.051333,-0.020924,-0.079451,-0.069019,-0.063129,-0.048551,-0.056586,-0.048941,-0.063422,-0.050066,-0.030555,-0.005536,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.25,1.16,1.27,1.18,0.95,4.74,3.97,3.9,4,3.95,9.04,8.99,9.13,8.25,8.89,20.58,19.81,19.6,20.7,17.91,191.69,168.37,184.18,163.37,90.21,7.1590814145,3.3940259925,111.97598495,176.42920906,151.49341751,77.502606898,170.40681171,160.07319914,169.82163027,112.07066304,188.80376434,229.26981958,300.08999224,130.07350063,79.02002939,155.04115894,157.32849384,98.161962759,150.76011157,51.818142445,155.60863548,143.80768022,82.600470592,50.504027878,98.265448534,1941,4,19410430
-0.006824,0.035569,-0.003989,0.014766,-0.012599,0.037179,0.016419,0.007505,0.017286,0.039796,-0.017269,0.011233,0.024793,0.028205,0.000396,0.036102,0.018298,-0.006838,-0.004729,0.029212,0.010345,0.012132,0.032677,0.034205,-0.00356,0.036796,0.01682,0.017494,0.015351,-0.012703,0.043443,0.015247,0.007944,0.016871,0.041182,-0.016447,0.007575,0.027398,0.020244,-0.002256,0.039996,0.017762,-0.012939,-0.00826,0.02468,0.00261,0.008194,0.014481,0.043299,-0.024915,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.05,1.01,1.18,1.12,0.92,4.37,3.68,3.64,3.8,3.72,8.57,8.31,8.71,7.79,8.76,18.97,18.48,18.44,19.86,17,178.99,157.61,177.7,157.78,89.76,7.1102278429,3.514748103,111.52931275,179.03436276,149.58475195,80.384076319,173.20472115,161.2745485,172.75716697,116.53062715,185.54331213,231.84520747,307.53012342,133.74222371,79.051321322,160.63845486,160.20729062,97.490731258,150.047167,53.331854022,157.21840681,145.552355,85.299606169,52.231518152,97.915623538,1941,5,19410531
0.032547,-0.007541,0.09046,0.080823,0.140005,0.021106,0.057914,0.064786,0.09753,0.074278,0.045103,0.068463,0.061525,0.064102,0.095033,0.047296,0.078786,0.051912,0.052658,0.046632,0.066448,0.050182,0.064856,0.039703,0.019459,-0.017135,0.017881,0.076294,0.081493,0.121637,0.023377,0.062742,0.063636,0.091143,0.065484,0.048376,0.069498,0.059079,0.064052,0.098063,0.049059,0.075594,0.047586,0.060705,0.052381,0.066665,0.052657,0.052043,0.043812,0.022006,3,7,18,34,67,17,21,36,31,32,20,35,40,33,13,41,32,30,23,15,59,44,16,17,8,1.04,1.04,1.17,1.14,0.9,4.49,3.72,3.66,3.84,3.86,8.37,8.36,8.87,7.93,8.77,19.53,18.72,18.25,19.64,17.43,179.23,158.71,181.1,161.38,89.36,7.3416444285,3.4882433875,121.61825438,193.50445706,170.52736514,82.080662634,183.23569937,171.7228814,189.60617347,125.18628907,193.91187214,247.71802591,326.45091427,142.31536774,86.563805541,168.23601122,172.82938222,102.5516701,157.94835072,55.818825039,167.66525551,152.85646327,90.831797427,54.305266117,99.820963656,1941,6,19410630
0.171193,0.251746,0.278332,0.176384,0.251609,0.100367,0.092413,0.064217,0.136942,0.214497,0.085867,0.079742,0.070048,0.133362,0.189306,0.078835,0.068937,0.096466,0.126622,0.246297,0.041482,0.031433,0.082527,0.084784,0.112156,0.186356,0.295908,0.266901,0.182138,0.290552,0.098541,0.094877,0.07,0.133336,0.20553,0.091743,0.077964,0.069894,0.132807,0.197666,0.079978,0.068321,0.098995,0.118601,0.257283,0.060504,0.069911,0.066038,0.084733,0.117486,5,8,20,24,77,9,26,33,43,32,35,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.71,1.42,1.26,1.1,0.89,4.7,4.14,3.85,3.94,3.72,8.59,8.63,8.79,8.28,7.79,21,20.14,16.9,19.21,17.22,207.11,173.33,146.37,144.71,61.97,8.5984825632,4.3663947074,155.46850636,227.63554722,213.43358496,90.318852501,200.16906006,182.75040968,215.57122207,152.03837252,210.56250286,267.47155673,349.31814791,161.29482981,102.95085331,181.49889716,184.74372135,112.44441951,177.94808679,69.566834189,174.62034563,157.66120048,98.327873173,58.9094838,111.01648366,1941,7,19410731
0.024989,-0.004325,-0.075288,-0.030216,0.007956,-0.008104,-0.008282,-0.011419,-0.008671,0.000323,-0.020077,-0.021559,0.001182,-0.019397,-0.023984,0.00827,-0.000185,0.017712,-0.002811,0.006366,0.008902,0.002237,-0.020257,-0.012405,-0.051218,0.00879,-0.012648,-0.057758,-0.021759,0.005974,-0.005261,-0.010718,-0.008904,-0.009615,0.005326,-0.020524,-0.022016,0.000776,-0.017576,-0.019178,0.008205,0.001739,0.009726,-0.00721,0.006307,0.004448,-0.006183,-0.009987,-0.002813,-0.049114,5,8,20,24,77,9,26,33,43,32,35,34,33,32,16,42,34,31,26,13,53,42,28,19,6,2,1.77,1.61,1.29,1.12,5.16,4.5,4.66,4.47,4.51,9.32,9.27,9.38,9.35,9.25,22.62,21.51,18.46,21.59,21.37,215.31,177.89,158.2,156.59,68.22,8.813350044,4.3475100503,143.76359345,220.75731152,215.13166256,89.58690852,198.5112599,180.66358275,213.70200401,152.08748091,206.33503949,261.70513744,349.73104196,158.16619399,100.48168005,182.99989304,184.70954376,114.43603507,177.44787472,70.009696656,176.17481595,158.01388859,96.336045446,58.178711653,105.3304414,1941,8,19410830
-0.11798,-0.036548,-0.042792,-0.02796,-0.050931,-0.015868,-0.015728,-0.038777,0.007721,-0.035705,-0.028138,-0.01353,-0.011854,-0.02922,0.005262,0.00089,-0.017513,-0.026337,0.001783,-0.014324,0.002453,-0.009214,-0.026361,-0.016995,-0.027127,-0.098015,-0.055088,-0.029725,-0.045017,-0.042636,-0.01543,-0.015205,-0.037864,0.007761,-0.038663,-0.027084,-0.011216,-0.0113,-0.031542,0.011923,0.00016,-0.019968,-0.023272,-0.000668,-0.011763,-0.008677,-0.009726,-0.016175,-0.012553,-0.019124,5,8,20,24,77,9,26,33,43,32,35,34,33,32,16,42,34,31,26,13,53,42,28,19,6,2.25,1.76,1.48,1.24,1.13,5.06,4.45,4.58,4.42,4.5,9.07,9.03,9.36,9.11,9.01,22.67,21.36,18.75,21.45,21.5,215.42,177.53,154.06,152.46,64.73,7.7735510058,4.1886172529,137.61166176,214.58493709,204.17479186,88.165343456,195.3890748,173.657991,215.35199718,146.65719741,200.52918415,258.16426693,345.58533019,153.54457781,101.01041465,183.16276295,181.47472552,111.42213321,177.76426428,69.006877761,176.60697277,156.55794862,93.796530952,57.189964449,102.47314251,1941,9,19410930
-0.086967,-0.003133,-0.079773,-0.072948,-0.079547,-0.067796,-0.04879,-0.055606,-0.056223,-0.073401,-0.06023,-0.063499,-0.05,-0.064644,-0.103383,-0.050469,-0.055697,-0.061038,-0.043634,-0.049468,-0.067696,-0.047228,-0.021304,-0.017113,-0.018395,-0.091187,-0.028038,-0.08898,-0.082032,-0.071776,-0.073588,-0.049889,-0.055067,-0.056024,-0.066086,-0.060263,-0.06435,-0.047534,-0.06657,-0.0984,-0.051031,-0.051131,-0.060615,-0.049582,-0.063885,-0.060689,-0.064717,-0.05017,-0.025696,-0.01781,5,8,20,24,77,9,26,33,43,32,35,34,33,32,16,42,34,31,26,13,53,42,28,19,6,2,1.69,1.42,1.2,1.07,4.95,4.35,4.41,4.34,4.33,8.73,8.83,9.19,8.82,9.05,22.51,20.81,18.1,21.32,21.12,215.47,174.32,149.33,149.63,62.77,7.0975085955,4.1754943151,126.63396667,198.9313951,187.93329969,82.188085831,185.85604184,164.00156475,203.24426184,135.89241246,188.45131139,241.77109414,328.30606368,143.61884212,90.56765495,173.91872146,171.36712773,104.62114904,170.00769837,65.593245532,164.65138715,149.16402982,91.798289657,56.211272587,100.58814906,1941,10,19411031
-0.103848,-0.057381,-0.081209,-0.043603,-0.04294,-0.016123,-0.014979,-0.05162,-0.017756,-0.032586,-0.011077,-0.021765,-0.032743,-0.001944,-0.05874,-0.008597,-0.020563,-0.018973,-0.009825,-0.031785,-0.019173,-0.027219,0.007237,-0.018956,-0.026879,-0.113909,-0.078341,-0.078958,-0.059631,-0.067984,-0.019241,-0.019407,-0.061174,-0.01723,-0.037364,-0.008331,-0.025286,-0.030655,-0.007345,-0.058235,-0.008604,-0.022814,-0.022657,-0.015249,-0.031193,-0.014318,-0.027119,-0.023159,-0.026105,-0.021569,5,8,20,24,77,9,26,33,43,32,35,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.81,1.68,1.29,1.12,0.98,4.61,4.1,4.17,4.08,4,8.18,8.23,8.7,8.21,8.08,21.34,19.62,16.93,20.28,20.05,200.28,166.6,146.04,147.01,60.94,6.3604465228,3.9359002758,116.35014887,190.25738948,179.8634438,80.862967323,183.07210419,155.53580398,199.63545673,131.46422231,186.36383621,236.50894628,317.55633824,143.33964709,85.247710898,172.42354221,167.84330548,102.63617198,168.33737273,63.508364222,161.4945261,145.10393409,92.462633879,55.145731704,97.884440197,1941,11,19411129
-0.18538,-0.195784,-0.086899,-0.145641,-0.146055,-0.070576,-0.052864,-0.079379,-0.090978,-0.153463,-0.077475,-0.037771,-0.044825,-0.0674,-0.083746,-0.035256,-0.054418,-0.065759,-0.060821,-0.091923,-0.033729,-0.04991,-0.043318,-0.09455,-0.068725,-0.191434,-0.209706,-0.105249,-0.14971,-0.15818,-0.080025,-0.059689,-0.078936,-0.088108,-0.159404,-0.074586,-0.039263,-0.059387,-0.079446,-0.085247,-0.034544,-0.059158,-0.060919,-0.047061,-0.095486,-0.024469,-0.053228,-0.059826,-0.06446,-0.066416,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.6,1.58,1.18,1.06,0.93,4.48,3.99,3.92,4.03,3.85,8.02,7.96,8.34,8.06,7.57,21.02,18.99,16.5,19.89,19.23,193.66,160.82,144.23,141.73,58.76,5.1813469464,3.1653139762,106.23943728,162.54811302,153.59348851,75.155982541,173.39418048,143.1895274,181.47302215,111.28932836,171.925298,227.57576687,303.32187537,133.67855488,78.108556101,166.34457781,158.70960848,95.886919949,158.09892539,57.670484858,156.04747723,137.86179674,88.457337505,49.931702771,91.157332045,1941,12,19411231
0.345807,0.129912,0.162199,0.205825,0.256369,0.086228,0.070257,0.100491,0.114862,0.16823,0.03992,0.031435,0.050038,0.072257,0.137137,-0.023297,0.042708,0.062893,0.064378,0.09018,-0.02999,0.000927,-0.003912,0.068181,0.139124,0.330004,0.209385,0.190894,0.279426,0.416489,0.088574,0.076022,0.138413,0.1131,0.181294,0.050864,0.042377,0.072526,0.083491,0.148561,-0.010699,0.047773,0.065299,0.082153,0.134145,-0.016267,0.039468,0.055568,0.076719,0.127202,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.41,1.24,0.96,0.88,0.93,4.09,3.72,3.55,3.52,3.26,7.23,7.52,7.45,7.45,6.85,20.16,17.61,14.96,18.46,17.27,186.71,152.47,136.53,127.39,53.96,6.9730929899,3.5765262455,123.47136777,196.00457838,192.97009757,81.636532604,185.57633542,157.57878619,202.31737642,130.01153207,178.7885559,234.7296111,318.49949537,143.33776622,88.82012916,162.46924818,165.48777844,101.917536,168.277018,62.871209182,151.36761339,137.98959463,88.111292401,53.336096198,103.83950471,1942,1,19420131
-0.067697,-0.086166,-0.020243,0.003041,-0.025388,0.011737,-0.012337,-0.015375,-0.016796,-0.015634,-0.005062,-0.014848,-0.010943,-0.014889,-0.028428,-0.019552,-0.017619,-0.029037,-0.021354,0.003505,-0.025961,-0.020407,-0.034128,-0.024636,-0.010913,-0.028736,-0.082653,-0.008848,-0.003042,-0.017152,0.026587,-0.006242,-0.017794,-0.006053,-0.014545,-0.003942,-0.013347,-0.009269,-0.01326,-0.024896,-0.02215,-0.018621,-0.022206,-0.016764,0.000878,-0.041945,-0.02829,-0.011656,-0.018299,-0.014356,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.88,1.42,1.13,1.07,1.16,4.44,3.96,3.91,3.91,3.81,7.51,7.72,7.75,7.96,7.7,19.67,18.35,15.86,19.61,18.8,180.8,152.29,135.96,135.76,61.18,6.5010355138,3.268351285,120.97193687,196.60062831,188.07097273,82.594700587,183.28688017,155.15601236,198.91925376,127.97893178,177.88352823,231.24434583,315.0141554,141.20361021,86.295150528,159.29264944,162.57204928,98.958156512,164.68363056,63.091572771,147.43795878,135.17364097,85.104230213,52.022108132,102.70630419,1942,2,19420228
-0.077132,-0.071347,-0.066407,-0.008914,-0.065364,-0.051317,0.014455,-0.028808,-0.056702,-0.056929,-0.025456,-0.018181,-0.063226,-0.047376,-0.074553,-0.052866,-0.059645,-0.062366,-0.042482,-0.049374,-0.05581,-0.072735,-0.083788,-0.063302,-0.07186,-0.075668,-0.065119,-0.070427,-0.017021,-0.052739,-0.048924,0.01039,-0.030035,-0.04575,-0.055674,-0.026748,-0.020738,-0.069454,-0.054653,-0.069749,-0.057435,-0.053762,-0.067294,-0.035134,-0.05178,-0.056386,-0.069775,-0.077793,-0.054515,-0.077052,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.77,1.29,1.11,1.07,1.13,4.44,3.89,3.86,3.83,3.73,7.41,7.56,7.64,7.78,7.46,19.14,17.89,15.36,19.12,18.84,174.94,148.48,130.42,130.99,60.57,5.9995976426,3.0351642259,112.93855346,194.8481303,175.77790167,78.356188337,185.93629202,150.68627795,187.64013424,120.69321917,173.35532513,227.04009238,295.09707041,134.51394798,79.861588171,150.87148424,152.8754394,92.786532123,157.68754057,59.976489457,139.2094463,125.3417862,77.973516972,48.729004643,95.325829174,1942,3,19420331
-0.051223,-0.039775,-0.039659,-0.041745,-0.047639,-0.070903,-0.05735,-0.046445,-0.024884,-0.047723,-0.054624,-0.047194,-0.045035,-0.05304,-0.041167,-0.070527,-0.058661,-0.04599,-0.056212,-0.037675,-0.033411,-0.064899,-0.035619,-0.031789,-0.001793,-0.067528,-0.036287,-0.026633,-0.046582,-0.027122,-0.075318,-0.05958,-0.044869,-0.026147,-0.053284,-0.05216,-0.044595,-0.046689,-0.051396,-0.038432,-0.064644,-0.051308,-0.048263,-0.061072,-0.048424,-0.040673,-0.058689,-0.033835,-0.042281,-0.00856,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.62,1.2,1.03,1.05,1.04,4.19,3.9,3.75,3.58,3.51,7.14,7.35,7.03,7.38,6.86,17.89,16.65,14.26,18.19,17.63,164.44,136.14,118.89,122,56.2,5.6922802525,2.9144405688,108.45952337,186.71419511,167.40401821,72.800499515,175.27284567,143.68765377,182.97089713,114.93337667,163.88596385,216.32516226,281.80737384,127.37932818,76.57392617,140.23097107,143.90761325,88.519279511,148.82360854,57.716875216,134.55831949,117.20722961,75.196178271,47.179958314,95.154909962,1942,4,19420430
-0.059652,0.005332,0.016144,-0.035825,0.003074,0.007051,0.00594,0.00826,0.037071,-0.005942,0.006753,0.022471,0.023129,0.043927,-0.007144,0.043246,0.046093,0.04572,0.017936,0.042776,0.082857,0.062672,0.054165,0.021891,-0.046483,-0.055963,0.012674,0.012122,-0.030216,0.008303,0.002722,0.008455,0.018141,0.044342,0.000948,0.007814,0.028383,0.025317,0.051145,-0.009393,0.042944,0.043971,0.0432,0.016766,0.039394,0.078305,0.070324,0.045968,0.014238,-0.045487,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.54,1.15,0.99,1,1.02,3.85,3.65,3.5,3.48,3.34,6.75,6.96,6.59,6.98,6.56,16.59,15.66,13.49,17.1,16.57,158.58,127.05,114.61,118.06,55.43,5.3527243509,2.9299803659,110.21049391,180.02515907,167.91861817,73.313815837,176.31396637,144.87451379,189.75381126,114.25044255,164.99268577,221.18620498,288.32529659,132.97471992,76.026882042,146.29539964,150.54074686,92.56638097,151.49290878,60.185772271,145.70741816,124.55284111,79.269179267,48.212774782,90.731824282,1942,5,19420529
0.031542,0.009272,-0.013862,0.045687,0.035495,0.013625,0.039207,0.002278,0.017357,0.008409,0.026322,0.017187,0.007384,0.019315,0.013717,0.038302,0.027195,0.01986,0.018017,-0.005917,0.044736,0.008325,0.020531,0.030269,0.057074,0.024026,0.03807,-0.003574,0.053243,0.039872,0.008431,0.034296,0.003666,0.005797,0.013427,0.026068,0.017189,0.014329,0.024112,0.014645,0.04192,0.028121,0.018652,0.01505,-0.006004,0.05248,0.028185,0.016084,0.016437,0.058124,5,8,20,24,77,9,26,33,43,32,34,34,33,32,16,42,34,31,26,13,53,42,28,19,6,1.44,1.15,1,0.96,1.01,3.86,3.61,3.55,3.6,3.31,6.73,7.07,6.72,7.2,6.49,17.21,16.27,14.07,17.38,17.25,170.57,134.53,119,119.52,52.42,5.5215599824,2.9571471439,108.68275605,188.24996851,173.87888952,74.312716578,183.22670805,145.20453794,193.04736816,115.21117452,169.33562324,224.98773229,290.45429058,135.54312664,77.069742783,151.89880604,154.63470247,94.404749296,154.22235652,59.829653056,152.22578522,125.58974351,80.896654787,49.672127262,95.910252421,1942,6,19420630
0.060766,0.062309,0.079002,0.023307,0.077685,0.034138,0.030605,0.040945,0.024712,0.069845,0.041535,0.045696,0.03074,0.04591,0.037452,0.041293,0.033622,0.050204,0.049323,0.093486,0.01964,0.043708,0.030068,0.058868,0.078578,0.059283,0.122464,0.076607,0.016314,0.069865,0.035389,0.027817,0.042759,0.025925,0.061692,0.04153,0.045904,0.032411,0.050615,0.032806,0.042901,0.033674,0.049921,0.040358,0.093079,0.030012,0.044203,0.036386,0.057666,0.099141,5,8,19,24,83,9,29,34,38,32,30,31,31,41,15,45,35,35,23,9,56,43,26,20,6,0.92,1.19,1.16,1.1,0.81,3.55,3.57,3.22,3.22,3.23,7.05,6.89,7.23,7.17,6.5,17.94,16.25,15.56,15.77,17.8,171.42,163.77,75.9,109.36,75.45,5.8570830963,3.1414040252,117.26891114,192.63751052,187.38667105,76.849604097,188.83436145,151.14993774,197.81795473,123.258099,176.36897835,235.2687717,299.38285547,141.76591158,79.956158789,158.17116344,159.83383044,99.14424533,161.82906581,65.422888002,155.21549964,131.07902002,83.329055403,52.596226049,103.44668824,1942,7,19420731
