s1b1_vwret,s1b2_vwret,s1b3_vwret,s1b4_vwret,s1b5_vwret,s2b1_vwret,s2b2_vwret,s2b3_vwret,s2b4_vwret,s2b5_vwret,s3b1_vwret,s3b2_vwret,s3b3_vwret,s3b4_vwret,s3b5_vwret,s4b1_vwret,s4b2_vwret,s4b3_vwret,s4b4_vwret,s4b5_vwret,s5b1_vwret,s5b2_vwret,s5b3_vwret,s5b4_vwret,s5b5_vwret,s1b1_ewret,s1b2_ewret,s1b3_ewret,s1b4_ewret,s1b5_ewret,s2b1_ewret,s2b2_ewret,s2b3_ewret,s2b4_ewret,s2b5_ewret,s3b1_ewret,s3b2_ewret,s3b3_ewret,s3b4_ewret,s3b5_ewret,s4b1_ewret,s4b2_ewret,s4b3_ewret,s4b4_ewret,s4b5_ewret,s5b1_ewret,s5b2_ewret,s5b3_ewret,s5b4_ewret,s5b5_ewret,s1b1_nfirms,s1b2_nfirms,s1b3_nfirms,s1b4_nfirms,s1b5_nfirms,s2b1_nfirms,s2b2_nfirms,s2b3_nfirms,s2b4_nfirms,s2b5_nfirms,s3b1_nfirms,s3b2_nfirms,s3b3_nfirms,s3b4_nfirms,s3b5_nfirms,s4b1_nfirms,s4b2_nfirms,s4b3_nfirms,s4b4_nfirms,s4b5_nfirms,s5b1_nfirms,s5b2_nfirms,s5b3_nfirms,s5b4_nfirms,s5b5_nfirms,s1b1_msize,s1b2_msize,s1b3_msize,s1b4_msize,s1b5_msize,s2b1_msize,s2b2_msize,s2b3_msize,s2b4_msize,s2b5_msize,s3b1_msize,s3b2_msize,s3b3_msize,s3b4_msize,s3b5_msize,s4b1_msize,s4b2_msize,s4b3_msize,s4b4_msize,s4b5_msize,s5b1_msize,s5b2_msize,s5b3_msize,s5b4_msize,s5b5_msize,s1b1_level,s1b2_level,s1b3_level,s1b4_level,s1b5_level,s2b1_level,s2b2_level,s2b3_level,s2b4_level,s2b5_level,s3b1_level,s3b2_level,s3b3_level,s3b4_level,s3b5_level,s4b1_level,s4b2_level,s4b3_level,s4b4_level,s4b5_level,s5b1_level,s5b2_level,s5b3_level,s5b4_level,s5b5_level,year,month,DATE
-0.008608,-0.012185,-0.011328,-0.01229,-0.012607,-0.026223,-0.014386,0.008702,-0.010184,-0.02237,-0.008342,-0.014873,0.00712,-0.002133,0.030861,-0.024317,0.007102,-0.001656,-0.004225,-0.007657,-0.025985,0.009138,0.002335,0.006389,0.052475,-0.004607,-0.003406,-0.009606,-0.002558,-0.004484,-0.024009,-0.009968,0.00799,-0.007035,-0.022694,-0.007326,-0.014661,0.007089,-0.00163,0.040914,-0.020983,0.009124,0.001499,-0.003824,-0.007341,-0.019533,0.002804,0.006436,0.000375,0.046302,247,304,330,487,769,96,111,104,131,74,99,117,97,72,42,114,101,73,36,23,154,69,37,28,6,10.89,11.34,10.94,9.54,7.1,41.59,43.94,40.79,42.81,39.71,93.15,98.66,97.15,96.31,82.34,274.55,271.94,285.24,263.7,273.12,2108.69,1783.55,1390.05,948.86,632.19,107.55450836,136.0365278,7728.3163635,27209.039199,72392.582956,1358.4746283,9753.2317333,13027.538759,22290.682628,57914.135812,4118.9575685,10323.746112,22068.973316,22968.306183,12565.556259,3866.5638296,5312.8926354,10807.214914,21996.556199,12064.139186,4890.3745408,2820.2105367,5704.5882266,3667.9087962,8589.0720532,1975,12,19751231
0.156908,0.169568,0.214911,0.234947,0.269278,0.13032,0.164669,0.165383,0.212333,0.267617,0.161851,0.150803,0.169741,0.183282,0.215876,0.127379,0.134482,0.165284,0.185686,0.225975,0.111489,0.095132,0.138833,0.170251,0.151633,0.152617,0.187199,0.225944,0.231357,0.277641,0.141279,0.16628,0.176419,0.22262,0.271798,0.163758,0.154814,0.175511,0.184683,0.223654,0.123415,0.142322,0.167321,0.18341,0.234896,0.108139,0.131841,0.137356,0.16474,0.159502,245,303,329,484,768,96,110,103,131,74,99,116,97,72,42,114,101,73,36,23,154,69,37,28,6,10.76,11.22,10.78,9.38,7,40.85,43.39,39.95,42.2,38.66,92.16,97.72,97.54,96.72,84.43,268.71,272.29,284.94,261.38,270.35,2054.11,1794.12,1387.91,957.09,665.37,124.43067115,159.10396974,9389.2165615,33601.721332,91886.312909,1535.5110419,11359.28665,15182.072201,27023.730142,73412.943096,4785.6149699,11880.597997,25814.982915,27177.983277,15278.158283,4359.0828636,6027.3810628,12593.474624,26081.008733,14790.333039,5435.597508,3088.5028055,6496.5733238,4292.3739367,9891.4588158,1976,1,19760130
0.101979,0.073918,0.101221,0.117813,0.157746,0.07532,0.064102,0.073683,0.086846,0.113193,0.038959,0.03767,0.055081,0.071075,0.130953,0.0073,0.033738,0.043052,0.049045,0.039316,-0.023321,0.014153,-0.008381,-0.010064,0.094418,0.099378,0.104202,0.125987,0.146268,0.198818,0.087376,0.06323,0.073666,0.085408,0.118794,0.043737,0.038562,0.052929,0.072666,0.130385,0.017132,0.032565,0.038561,0.049497,0.052153,-0.017548,0.020183,0.003647,-0.01462,0.10116,245,302,327,480,768,95,110,103,129,74,99,116,97,72,42,114,101,73,36,23,154,69,37,28,6,12.46,13.11,13.01,11.58,8.9,46.36,50.43,46.58,50.68,48.93,107.17,112.26,114.23,114.37,102.45,302.71,307.1,330.78,307.68,333.37,2284.42,1964.22,1574.11,1117.64,766.26,137.11998657,170.86461698,10339.602451,37560.440927,106381.01123,1651.1657335,12087.439642,16300.732827,29370.63301,81722.774363,4972.0577435,12328.140123,27236.897989,29109.658438,17278.878944,4390.9041686,6230.7328451,13135.648893,27360.151807,15371.829772,5308.8339385,3132.2143857,6442.1255428,4249.1754854,10825.390574,1976,2,19760227
0.032229,0.021416,0.020224,0.007254,0.014469,0.009157,0.010249,0.001692,0.01191,0.027152,0.013066,0.008595,0.019781,0.019552,0.021419,0.008853,0.020607,0.012047,0.015671,0.068046,0.031415,0.036844,0.029891,0.031458,-0.010106,0.037287,0.020597,0.027716,0.017926,0.017906,0.005707,0.013972,0.001323,0.015139,0.032104,0.011777,0.00986,0.019425,0.020502,0.020037,0.006722,0.019594,0.011712,0.025602,0.063831,0.016681,0.0249,0.013043,0.032631,-0.022435,245,301,325,479,767,95,110,103,129,74,98,116,97,72,41,114,101,73,36,23,154,69,37,28,6,13.66,14.04,14.18,12.91,10.24,49.75,53.44,49.69,54.89,54.24,110.4,116.01,120.04,121.77,114.18,304.11,316.7,342.72,321.62,345.56,2224.74,1996.61,1549.65,1105.2,829.35,141.53922661,174.52385362,10548.710571,37832.904366,107920.23808,1666.2854582,12211.323811,16328.313667,29720.437249,83941.711133,5037.0226499,12434.100488,27775.671068,29678.81048,17648.975252,4429.7768432,6359.1295568,13293.894055,27788.912746,16417.821301,5475.6109567,3247.6176925,6634.6871174,4382.8460478,10715.989177,1976,3,19760331
-0.012603,-0.008373,-0.026732,-0.011099,-0.018771,-0.012359,-0.015846,-0.006005,-0.009974,-0.02146,-0.015576,0.000309,-0.006887,-0.009683,-0.004938,-0.016099,-0.013784,-0.005292,-0.022787,-0.037345,-0.022737,0.003527,0.016001,0.008282,0.011438,0.007125,-0.009779,-0.025387,-0.003347,-0.007593,-0.013797,-0.012034,-0.007873,-0.009716,-0.023911,-0.010614,0.002643,-0.007617,-0.008629,-0.003251,-0.016664,-0.01509,-0.002445,-0.020681,-0.038408,-0.017715,-0.007664,0.002884,-0.000254,0.009427,244,300,325,479,762,95,110,102,129,74,98,116,97,72,40,114,101,73,36,23,154,69,37,28,6,14.1,14.25,14.43,12.97,10.41,50.21,54.41,49.3,55.36,55.59,111.59,117.05,122.09,124.12,116.14,306.48,322.54,345.8,325.22,367.55,2293.45,2068.83,1592.44,1140.04,820.97,139.75540774,173.06256539,10266.72244,37412.99696,105894.46729,1645.6918362,12017.823174,16230.262144,29424.005608,82140.322012,4958.5659852,12437.942625,27584.380022,29391.430558,17561.824612,4358.4618658,6271.475315,13223.542768,27155.686791,15804.697765,5351.1119904,3259.0720401,6740.848746,4419.1447787,10838.558661,1976,4,19760430
-0.01862,-0.018108,-0.015438,-0.036248,-0.044934,-0.005758,-0.020724,-0.010337,-0.026284,-0.044012,-0.014919,-0.014471,-0.016342,-0.014612,-0.029869,-0.023531,-0.012201,-0.010253,-0.042347,0.01226,-0.01055,0.005885,-0.009657,-0.020507,0.013951,-0.01621,-0.023505,-0.017147,-0.023971,-0.043799,-0.004498,-0.015435,-0.007561,-0.022611,-0.039202,-0.006715,-0.014339,-0.016833,-0.013999,-0.033518,-0.020174,-0.012896,-0.008279,-0.035238,0.012276,-0.006423,-0.000421,-0.014487,-0.009213,0.03112,242,298,323,479,760,95,110,102,129,74,98,116,97,72,39,114,101,73,36,23,154,69,37,28,6,13.88,14.08,14.01,12.8,10.14,49.53,53.6,48.87,54.77,54.33,109.79,116.8,121.2,122.68,116.4,301.2,317.66,345.75,318.59,352.77,2240.43,2078.83,1618.65,1145.04,830.36,137.15316205,169.92874845,10108.224779,36056.850646,101136.20529,1636.2159426,11768.765807,16062.489924,28650.625044,78525.16216,4884.5891392,12257.953157,27133.596083,28961.962975,17037.270473,4255.9028996,6194.9570447,13087.961784,26005.724922,15998.463359,5294.6577589,3278.2516791,6675.7523696,4328.5213768,10989.767393,1976,5,19760528
0.042856,0.022114,0.019918,0.033201,0.020503,0.026462,0.031161,0.034031,0.03589,0.060871,0.043786,0.05324,0.065487,0.045276,0.081408,0.041091,0.050403,0.070141,0.083753,0.039122,0.043087,0.039802,0.05633,0.058087,0.02943,0.029451,0.020759,0.020983,0.028321,0.012051,0.026175,0.029008,0.030908,0.032971,0.061722,0.0401,0.04758,0.06429,0.046158,0.074528,0.038029,0.048354,0.067093,0.0757,0.04642,0.049602,0.056732,0.063775,0.06118,0.033391,240,298,321,478,760,95,110,102,129,74,97,116,97,72,38,114,101,72,36,23,154,69,37,28,6,13.69,13.78,13.82,12.3,9.7,49.18,52.34,48.21,53.09,51.76,106.74,114.61,118.99,120.32,112.56,293.51,312.11,343.52,303.53,356.17,2212.65,2072.88,1586.8,1115.12,832.61,143.03099796,173.6865528,10309.5604,37253.974145,103209.80091,1679.5134889,12135.492318,16609.112518,29678.895977,83305.067305,5098.4657593,12910.566583,28910.49389,30273.24481,18424.240588,4430.7822056,6507.2014646,14005.964512,28183.782402,16624.355243,5522.7886777,3408.7326524,7051.7975006,4579.952198,11313.196248,1976,6,19760630
-0.009885,-0.019169,0.007692,-0.003428,0.010965,-0.010865,-0.001362,0.027177,0.003105,0.01473,-0.015013,-0.005608,0.005853,0.005073,0.003137,-0.015838,0.004934,0.004675,0.016077,0.013878,-0.016286,0.001927,0.002301,-0.007529,0.026397,-0.001006,-0.013486,0.005764,0.001483,0.008449,-0.012082,-0.001932,0.02572,0.003849,0.013617,-0.016787,-0.002843,0.007243,0.004777,0.001266,-0.017019,0.004384,0.005631,0.012798,0.014734,-0.016101,0.000746,-0.00357,0.001962,0.021563,278,316,314,493,825,119,117,90,135,80,92,103,97,80,47,105,96,58,50,20,136,58,63,27,11,13.03,12.83,13.57,11.29,8.85,54.2,52.82,53.35,54.07,51.82,127.68,125.71,128.17,117.54,119.04,335.11,337.67,316.02,341.67,321.79,2433.64,1931.77,1921.62,1310.02,806.21,141.61713655,170.35715527,10388.861539,37126.267521,104341.49638,1661.2655748,12118.963777,17060.498369,29771.048949,84532.150947,5021.9224928,12838.164126,29079.707011,30426.820981,18482.03743,4360.6074771,6539.3079967,14071.442396,28636.893072,16855.068045,5432.8445413,3415.3012803,7068.0236866,4545.4697379,11611.830689,1976,7,19760730
-0.043897,-0.01754,-0.012388,-0.017141,-0.017679,-0.044969,-0.017459,-0.024712,-0.013168,-0.015887,-0.026645,-0.014032,-0.009588,-0.00128,-0.041687,-0.026708,0.003135,0.015037,-0.009471,0.004254,-0.002781,0.004177,0.018683,-0.005342,0.010659,-0.050104,-0.017063,-0.015416,-0.020411,-0.021824,-0.049262,-0.018346,-0.025215,-0.0141,-0.016634,-0.029334,-0.014257,-0.007883,-0.003598,-0.035558,-0.026253,0.001311,0.009356,-0.006065,0.010691,-0.011024,-0.000068,0.013547,-0.004467,0.012694,277,316,313,493,824,119,117,90,135,79,91,103,97,80,47,105,95,58,50,20,136,58,63,27,11,12.87,12.58,13.61,11.22,8.94,53.63,52.75,54.7,54.2,52.21,126.17,124.84,128.91,117.88,119.3,329.53,339.29,316.53,346.22,326.04,2392.24,1938.9,1925.75,1294.38,825.99,135.4005691,167.36909076,10260.164322,36489.88617,102496.84306,1586.5601232,11907.378789,16638.899334,29379.023777,83189.188665,4888.113368,12658.019007,28800.89078,30387.87465,17711.576736,4244.1443726,6559.8087272,14283.034675,28365.673057,16926.769504,5417.7358006,3429.5669937,7200.0755732,4521.1878385,11735.601192,1976,8,19760831
0.023366,0.019605,0.012837,0.023899,0.021037,0.044135,0.042938,0.027978,0.03272,0.0202,0.034856,0.027979,0.025616,0.027622,0.008445,0.022721,0.022508,0.030474,0.032274,0.013028,0.016299,0.043965,0.032887,0.036977,-0.006298,0.006191,0.011513,0.006491,0.02199,0.011734,0.036037,0.039862,0.026789,0.033459,0.018487,0.033589,0.02879,0.027476,0.028417,0.010406,0.023127,0.024398,0.026806,0.031051,0.01541,0.018785,0.027664,0.035752,0.029567,-0.003844,277,315,313,490,823,118,115,88,135,79,91,103,97,79,47,105,95,58,50,20,136,58,63,27,11,12.29,12.29,13.4,10.89,8.74,51.18,51.51,52.9,53.24,51.22,122.56,122.82,127.25,117.59,113.93,319.81,339.11,319.87,341.13,326.45,2377.08,1928.19,1945.32,1281.61,828.32,138.5643388,170.65036179,10391.874051,37361.957959,104653.06915,1656.5829542,12418.657819,17104.422459,30340.305435,84869.610276,5058.4934476,13012.17772,29538.654398,31227.248524,17861.151002,4340.5755769,6707.4569021,14718.295874,29281.14679,17147.291457,5506.0394765,3580.3479066,7436.8644586,4688.3678012,11661.690376,1976,9,19760930
-0.027484,-0.017387,-0.016171,-0.016308,-0.024872,-0.028902,-0.034854,-0.022865,-0.014536,-0.011335,-0.034204,-0.000596,-0.01501,-0.010566,-0.036697,-0.022323,-0.013476,-0.011294,-0.018209,-0.0295,-0.023737,-0.024988,-0.007139,-0.029348,-0.040154,-0.023605,-0.018051,-0.02356,-0.027463,-0.025317,-0.02851,-0.036553,-0.024426,-0.013359,-0.01074,-0.031355,-0.006152,-0.013431,-0.010591,-0.037525,-0.025976,-0.01597,-0.01418,-0.017942,-0.032399,-0.029226,-0.022978,-0.019781,-0.033054,-0.044306,277,314,313,486,821,118,115,88,135,78,91,103,97,79,47,105,95,58,50,20,136,58,63,27,11,12.6,12.54,13.52,11.16,8.91,53.49,53.73,54.17,54.77,52.21,126.64,125.84,130.22,120.23,114.64,326.94,347.1,328.41,350.5,330.68,2415.32,2020.66,2008.79,1324.81,821.77,134.75603651,167.68326395,10223.827056,36752.659149,102050.13802,1608.7043937,11985.81792,16713.32984,29899.278755,83907.613243,4885.4727377,13004.422462,29095.279196,30897.301416,17205.700343,4243.6809083,6617.0672129,14552.06744,28747.966388,16641.446359,5375.3426174,3490.8821731,7383.7726832,4550.773583,11193.426861,1976,10,19761029
0.056254,0.034143,0.019969,0.023168,0.034235,0.028389,0.034643,0.031028,0.044569,0.045655,0.037548,0.034575,0.031624,0.043099,0.070214,0.044272,0.032413,0.033879,0.025962,0.016988,-0.016337,0.001409,0.020629,0.017307,0.043755,0.041598,0.021829,0.010007,0.027331,0.017306,0.027378,0.036323,0.036659,0.041468,0.048733,0.037035,0.033414,0.031855,0.043594,0.06267,0.042147,0.034721,0.038128,0.024501,0.016537,-0.00974,0.012322,0.028034,0.024201,0.048145,277,312,313,486,819,118,115,88,135,78,91,103,97,79,47,105,95,58,50,20,136,58,63,27,11,12.26,12.19,13.26,10.93,8.66,51.96,51.86,52.78,53.92,51.49,122.24,125.53,128.78,118.67,110.15,320.4,342.29,326.56,343,320.52,2358.13,1972.19,1992.13,1278.97,786.71,142.33660259,173.40847363,10427.986659,37604.144756,105543.82449,1654.3739027,12401.04261,17231.911038,31231.85971,87738.415326,5068.912468,13454.050369,30015.388305,32228.94421,18413.781387,4431.5571494,6831.5462124,15045.076933,29494.321091,16924.15125,5287.5256451,3495.8008261,7536.0925299,4629.5338214,11683.195253,1976,11,19761130
0.106764,0.094519,0.097171,0.109845,0.09824,0.09187,0.091725,0.092797,0.092275,0.11744,0.056555,0.094645,0.08759,0.085217,0.080482,0.06106,0.07051,0.073888,0.094744,0.095359,0.038982,0.072958,0.056829,0.074438,0.066765,0.129961,0.09922,0.102929,0.114595,0.110775,0.104076,0.097837,0.096217,0.097759,0.123927,0.065464,0.102782,0.087437,0.092647,0.083785,0.066651,0.071406,0.07729,0.096278,0.098692,0.051047,0.07351,0.070024,0.075062,0.063632,277,311,311,485,818,118,115,88,135,78,91,102,97,78,47,105,95,58,50,20,136,58,63,27,11,12.95,12.5,13.53,11.12,8.92,53.67,54.14,53.68,56.02,53.66,127.07,129.9,132.76,123.71,118.03,333.59,354.25,338.18,350.39,324.58,2312.84,1951.71,2015.86,1293.89,819.01,157.53302763,189.79886915,11441.28455,41734.772037,115912.44981,1806.3612331,13538.528243,18830.980686,34113.779564,98042.414822,5355.5848127,14727.408966,32644.436167,34975.398149,19895.759341,4702.148029,7313.2385359,16156.727577,32288.731048,18538.021389,5493.6439698,3750.8474627,7964.3611322,4974.14706,12463.223784,1976,12,19761231
0.029467,0.041455,0.028669,0.043466,0.055571,-0.002727,0.024784,0.00298,0.021941,0.031947,-0.020862,-0.002249,0.010222,0.009506,0.006385,-0.042244,-0.026919,-0.024735,-0.002018,0.016007,-0.07865,-0.033362,-0.009835,-0.016075,0.007307,0.064338,0.063882,0.044348,0.058128,0.068146,-0.007187,0.026442,0.000798,0.025165,0.034463,-0.02254,-0.001976,0.010475,0.009307,0.001615,-0.045538,-0.023369,-0.021223,-0.001325,0.013196,-0.083022,-0.031438,-0.019657,-0.036838,0.006153,277,308,310,485,816,116,115,87,134,77,91,102,97,78,47,105,95,58,50,20,135,58,63,27,11,14.42,13.52,14.78,12.32,9.69,58.57,59.18,58.28,61.47,59.25,134.97,141.81,144.33,133.82,126.84,355.41,379.69,365.43,384.41,355.1,2420.6,2100.89,2136.91,1372.88,874.28,162.17505335,197.66698127,11769.294737,43548.815638,122353.82056,1801.4352861,13874.067127,18887.097009,34862.270002,101174.57585,5243.8566023,14694.287023,32978.127593,35307.874283,20022.793764,4503.5104876,7116.3734677,15757.090921,32223.572389,18834.759497,5061.5688715,3625.7116897,7886.0316405,4894.187646,12554.29256,1977,1,19770131
-0.004303,-0.002939,-0.001816,-0.003911,0.002955,-0.017859,-0.011538,-0.001897,-0.001346,-0.016346,-0.041356,-0.009985,-0.022745,0.001956,-0.034835,-0.030089,-0.017179,-0.01999,-0.016464,-0.022184,-0.012021,-0.032724,-0.007161,-0.023543,-0.009281,0.013049,0.002217,0.00299,-0.000053,0.016947,-0.019443,-0.013267,-0.002486,0.002034,-0.013233,-0.035515,-0.010799,-0.021124,0.004785,-0.028977,-0.026693,-0.014911,-0.018621,-0.015624,-0.024895,-0.016852,-0.032699,-0.017199,-0.022058,-0.005906,276,307,309,483,813,114,114,87,134,76,89,101,97,78,47,105,95,58,50,20,135,58,63,27,10,14.88,14.04,15.14,12.78,10.19,58.44,60.22,58.39,62.62,60.85,132.29,141.4,145.5,135.45,126.95,340.62,369.22,355.87,382.33,360.35,2232.97,2029.67,2120.08,1346.24,889.71,161.4772141,197.08603801,11747.921698,43378.49622,122715.3761,1769.2634533,13713.988141,18851.268186,34815.345386,99520.776231,5026.9916687,14547.564568,32228.040081,35376.936485,19325.299743,4368.0043606,6994.1212879,15442.106673,31693.043493,18416.929193,5000.7237521,3507.0639004,7829.5597679,4778.9637863,12437.776171,1977,2,19770228
0.003161,0.002264,0.010908,0.016378,0.011276,0.005049,-0.007638,0.016653,-0.002163,-0.005615,-0.000534,0.01469,-0.002403,-0.001585,0.006896,-0.018852,0.002271,0.009225,0.011323,0.049323,-0.016929,-0.018264,-0.013133,-0.005125,0.002231,0.026049,0.000686,0.013178,0.018361,0.015404,-0.000393,-0.000662,0.014073,-0.002175,0.00227,0.005716,0.014293,-0.00034,0.001084,0.003732,-0.017139,0.002859,0.010685,0.012844,0.042675,-0.010759,-0.01126,-0.006426,0.006102,0.006961,275,306,308,481,812,114,114,87,134,76,89,100,97,78,47,105,94,58,50,20,135,57,63,27,10,14.84,13.84,15.04,12.63,10.2,57.28,59.33,57.95,62.49,59.54,126.51,138.89,141.98,135.08,122.03,329.02,362.53,347.1,375.93,350.95,2199.3,1955.44,2092.67,1309.76,874.73,161.98764357,197.5322408,11876.068028,44088.949231,124099.11468,1778.1964645,13609.240699,19165.198355,34740.039794,98961.967073,5024.3072551,14761.268291,32150.596101,35320.864041,19458.56701,4285.6587424,7010.0049374,15584.560107,32051.903825,19325.307391,4916.0664997,3443.0108853,7726.7341595,4754.4715969,12465.52485,1977,3,19770331
0.012995,0.002427,0.015421,0.023004,0.02647,0.011216,0.015786,0.013778,0.021096,0.02671,0.004823,0.00796,0.020497,0.025081,0.023516,-0.006451,0.021339,0.027577,0.024154,0.027233,-0.021714,0.021636,0.014198,0.036595,0.059976,0.025799,0.005041,0.008548,0.024469,0.020771,0.01059,0.010814,0.014102,0.020628,0.025429,0.000778,0.01158,0.020304,0.022669,0.021641,-0.005471,0.02164,0.028678,0.020507,0.023185,-0.011201,0.019773,0.015586,0.043974,0.060712,275,304,306,480,809,114,114,87,134,76,89,99,97,78,47,105,94,58,50,20,135,57,63,27,10,14.9,13.89,15.2,12.79,10.33,57.46,58.76,58.96,62.28,59.21,126.35,138.88,141.97,134.29,123.1,323.72,363.34,359,378.87,367.39,2159.13,1926.35,2073.07,1300.35,877.28,164.092673,198.01165155,12059.208873,45103.171419,127384.01824,1798.140716,13824.076173,19429.256458,35472.915674,101605.24121,5048.539489,14878.767987,32809.586869,36206.746632,19916.154672,4258.0119578,7159.5914327,16014.335521,32826.08551,19851.593488,4809.3190318,3517.5038688,7836.4383311,4928.461485,13213.157168,1977,4,19770429
-0.017386,-0.005321,0.004569,0.00281,0.012295,0.008185,-0.008839,-0.00254,0.007264,-0.016981,-0.006691,0.00024,0.005395,0.004512,0.008114,-0.004721,-0.010273,-0.000493,-0.012022,-0.016597,-0.025688,-0.008623,0.005775,-0.014793,-0.030471,-0.009436,-0.001371,0.005875,0.009503,0.015381,0.002519,-0.011331,-0.003781,0.005604,-0.017339,-0.007811,-0.002379,0.00907,0.006723,0.002959,-0.009042,-0.008971,-0.002688,-0.016048,-0.01602,-0.016832,-0.011743,0.002946,-0.003001,-0.031616,275,304,306,478,807,114,114,87,134,76,89,99,97,78,47,105,94,58,50,20,135,57,63,27,10,15,13.98,15.43,13.05,10.56,58.05,59.72,59.72,63.27,60.69,126.94,139.23,144.51,139.31,125.89,320.69,369.53,368.5,386.94,377.71,2114.82,1968.43,2107.35,1341.69,930.08,161.23975779,196.95803155,12114.307398,45229.911331,128950.20475,1812.8584978,13701.885164,19379.906147,35730.590933,99879.882612,5014.7597113,14882.338891,32986.59459,36370.111473,20077.754351,4237.9098834,7086.0409499,16006.440454,32431.45031,19522.11659,4685.7772445,3487.1724329,7881.6937625,4855.5547542,12810.539056,1977,5,19770531
0.058908,0.065888,0.073943,0.054224,0.074067,0.085341,0.065403,0.06351,0.055185,0.085088,0.089808,0.062573,0.060874,0.047694,0.059251,0.064793,0.04875,0.049352,0.048295,0.069801,0.059862,0.039638,0.029143,0.052415,0.019827,0.053892,0.056755,0.067132,0.050944,0.057777,0.075485,0.064183,0.05772,0.050949,0.082794,0.083353,0.060526,0.061768,0.046881,0.050341,0.061334,0.047592,0.048524,0.048327,0.067395,0.058486,0.039422,0.037258,0.046724,0.014597,272,302,304,477,806,112,112,87,134,75,88,99,97,78,47,105,94,58,50,20,135,57,63,27,10,14.66,13.75,15.32,13.04,10.62,58.31,59,59.28,63.48,59.59,125.47,138.72,144.53,139.19,126.24,317.91,365.44,368.14,382.92,369.41,2051.94,1933.8,2102.93,1315.5,893.36,170.73806944,209.93520233,13010.07563,47682.458043,138501.15956,1967.5696548,14598.029559,20610.723986,37702.383594,108378.46206,5465.1252514,15813.571482,34994.620549,38104.747569,21267.381374,4512.4967784,7431.4854462,16796.390303,33997.727203,20884.779851,4966.2772419,3625.3969738,8111.3899638,5110.0586566,13064.533614,1977,6,19770630
0.012371,0.006482,0.013261,0.006021,0.009171,-0.009547,-0.000126,-0.005437,0.005864,0.003159,-0.000069,0.00117,-0.012702,-0.010412,-0.010527,-0.010482,-0.032695,-0.006319,-0.010571,-0.044628,-0.012908,-0.027643,-0.00768,-0.001797,-0.048895,0.022074,0.015492,0.019434,0.011743,0.025466,-0.009722,0.000051,-0.008263,0.006278,0.004192,0.001152,-0.000248,-0.012958,-0.009254,-0.008823,-0.009568,-0.029579,-0.007136,-0.009212,-0.036799,-0.015704,-0.02633,-0.009879,-0.010139,-0.046499,352,288,331,405,954,118,90,97,126,100,100,92,89,78,52,92,98,71,44,22,113,72,49,48,16,14.95,15.32,14.81,13.23,9.82,66.12,60.74,61.38,62.06,63.16,139.5,145.94,143.56,139.32,135.19,352.52,355.41,367.03,352.15,369.01,2543.4,1753.4,1942.26,1575.66,977.2,172.8502701,211.29600232,13182.602243,47969.554123,139771.3537,1948.7852673,14596.190207,20498.66348,37923.470371,108720.82963,5464.7481578,15832.073361,34550.118879,37708.000938,21043.499651,4465.1967872,7188.5130296,16690.253913,33638.337228,19952.733895,4902.1725352,3525.1801253,8049.0944889,5100.8758812,12425.743243,1977,7,19770729
0.010469,-0.004761,-0.0045,-0.013286,-0.017761,0.008286,-0.008095,-0.01581,-0.009093,-0.015082,0.018412,-0.012555,-0.007016,-0.006322,-0.011029,-0.014207,-0.013238,-0.020113,-0.02031,-0.033066,0.010812,-0.035206,-0.029562,-0.048633,-0.042165,0.006663,-0.001693,0.000019,-0.006073,-0.012011,0.003355,-0.009668,-0.012932,-0.007335,-0.014204,0.01741,-0.00765,-0.006499,-0.009203,-0.009492,-0.011683,-0.015474,-0.023945,-0.021884,-0.030569,0.003085,-0.02559,-0.031791,-0.039827,-0.043489,351,288,331,404,952,114,89,97,126,99,100,91,89,76,51,92,98,71,44,22,113,72,49,48,16,15.12,15.37,14.99,13.29,9.89,65.54,60.79,60.96,62.19,63.25,139.5,145.78,141.4,135.99,133.45,349.58,343.38,363.5,348.24,351.98,2509.94,1704.48,1944.44,1571.22,932.55,174.65983958,210.29002205,13123.280533,47332.230627,137288.87468,1964.9329021,14478.034048,20174.57961,37578.632255,107081.10207,5565.3651009,15633.30168,34307.715245,37469.610956,20811.410893,4401.7597365,7093.3514941,16354.562836,32955.142599,19292.976796,4955.1748247,3401.0726338,7811.1471576,4852.8049845,11901.811779,1977,8,19770831
